iter	MultiClass
327	0.3698952286
328	0.3698283505
329	0.3696233794
330	0.3695110832
331	0.3693135617
332	0.3691405342
333	0.3689947713
334	0.3688808808
335	0.3687991936
336	0.3686382408
337	0.3684678096
338	0.368351956
339	0.3681693264
340	0.3680723239
341	0.3679993348
342	0.3679529952
343	0.3678532312
344	0.3677155686
345	0.367575235
346	0.3674754347
347	0.367440601
348	0.367282615
349	0.3671645892
350	0.3670005888
351	0.3668607091
352	0.366772825
353	0.3666624073
354	0.3666079224
355	0.3665408337
356	0.366419381
357	0.3663219381
358	0.3662313691
359	0.3661639137
360	0.3660213927
361	0.365899719
362	0.3658268123
363	0.365709174
364	0.365581716
365	0.3653402479
366	0.3651763706
367	0.3650458568
368	0.3649380466
369	0.364749365
370	0.3647229823
371	0.3645223567
372	0.3644825814
373	0.3643587974
374	0.3642480825
375	0.3641573097
376	0.364053024
377	0.3639914602
378	0.3637813024
379	0.3637246523
380	0.363604463
381	0.363499777
382	0.3633976917
383	0.363314324
384	0.363200711
385	0.3631128064
386	0.3629795038
387	0.3629145622
388	0.3627408867
389	0.3626306174
390	0.3623799216
391	0.3622406625
392	0.3620960492
393	0.3619404306
394	0.3618430258
395	0.3617418407
396	0.3616700023
397	0.3614529475
398	0.3613370097
399	0.3611804212
400	0.3610341313
401	0.3608967459
402	0.360765677
403	0.3606998974
404	0.3606011925
405	0.3605576661
406	0.3604129325
407	0.360304865
408	0.3601830183
409	0.360072268
410	0.3599951221
411	0.3599032543
412	0.3597333473
413	0.3596129841
414	0.3595504941
415	0.3593703063
416	0.359260089
417	0.3591425261
418	0.3589640429
419	0.3588276034
420	0.3587435168
421	0.3585788282
422	0.3584123711
423	0.3582590582
424	0.3581967351
425	0.3581060942
426	0.3580229381
427	0.3579382982
428	0.3578459562
429	0.3577637322
430	0.3577083706
431	0.3575990496
432	0.357451932
433	0.3573396622
434	0.3572934888
435	0.3571894713
436	0.3570506648
437	0.3569216145
438	0.3568930096
439	0.3568301462
440	0.3567570682
441	0.3566945505
442	0.3565969694
443	0.3563500207
444	0.356296626
445	0.3561756991
446	0.3560453913
447	0.3559184442
448	0.355841219
449	0.3557447244
450	0.3556188824
451	0.3555467261
452	0.3554426216
453	0.3553902816
454	0.3552620305
455	0.3551505338
456	0.3550539218
457	0.3549938486
458	0.3549267888
459	0.3548339892
460	0.3546902818
461	0.3546171206
462	0.3545683069
463	0.35445969
464	0.3543844835
465	0.3542579348
466	0.3541895134
467	0.3541250903
468	0.3540388385
469	0.3539834521
470	0.3539078085
471	0.3538363568
472	0.353710263
473	0.3536307602
474	0.3535579974
475	0.353419334
476	0.3533652105
477	0.3533103855
478	0.3532629756
479	0.3531375063
480	0.3530861918
481	0.3530095577
482	0.3529152174
483	0.352817391
484	0.3527560643
485	0.3526746701
486	0.3526005598
487	0.3525007289
488	0.3523793826
489	0.3523165185
490	0.3522281353
491	0.3522039431
492	0.352137872
493	0.3520476875
494	0.3519637002
495	0.351868588
496	0.3517522368
497	0.3516244465
498	0.3515365637
499	0.3514832113
500	0.3514365896
501	0.3513369968
502	0.3512152398
503	0.3511063617
504	0.3510116361
505	0.3508427861
506	0.3507512125
507	0.3506739188
508	0.3505922509
509	0.3505300649
510	0.3503581822
511	0.3502147909
512	0.3501303255
513	0.3500408604
514	0.3500034282
515	0.3499111812
516	0.3498512396
517	0.3497799111
518	0.3496945802
519	0.3494674356
520	0.3493953251
521	0.3492757647
522	0.3491731535
523	0.3490819164
524	0.3490356515
525	0.3489688082
526	0.3488804393
527	0.3488071173
528	0.3487374366
529	0.3486763545
530	0.3486032621
531	0.3484950343
532	0.3483859206
533	0.3483117449
534	0.3482475187
535	0.3481989832
536	0.3480832872
537	0.3479542386
538	0.3478832404
539	0.347782185
540	0.3476699046
541	0.3476089497
542	0.3475395461
543	0.3474795703
544	0.3474099729
545	0.3473160963
546	0.3472613055
547	0.3472221084
548	0.3470962586
549	0.3469996472
550	0.3469679703
551	0.3468815569
552	0.3468055885
553	0.3466993989
554	0.3466241306
555	0.3464626702
556	0.3463909689
557	0.3463253528
558	0.3462486708
559	0.3461869657
560	0.3461303373
561	0.3460606358
562	0.345951526
563	0.3458647607
564	0.3458188897
565	0.3457384417
566	0.3457201335
567	0.3456251502
568	0.3455684981
569	0.345535011
570	0.3454799848
571	0.3453862925
572	0.3453083868
573	0.3452611491
574	0.345194011
575	0.345107456
576	0.3450463846
577	0.3448869833
578	0.3448464721
579	0.3447736391
580	0.3447015858
581	0.3445601801
582	0.3444642922
583	0.3444395302
584	0.3444019779
585	0.3442734179
586	0.3441830473
587	0.3441143921
588	0.343950546
589	0.3438892839
590	0.3438187854
591	0.3437308801
592	0.3436238692
593	0.3435793947
594	0.3434611857
595	0.3433357462
596	0.3432497995
597	0.3431310344
598	0.3429953591
599	0.342960358
600	0.342898802
601	0.3427956912
602	0.3427123365
603	0.3426864882
604	0.3426157867
605	0.3425441322
606	0.3424804982
607	0.342402104
608	0.3422771072
609	0.3421676145
610	0.3421176891
611	0.3420419086
612	0.3419853513
613	0.3419313363
614	0.3418276196
615	0.3416919168
616	0.3416272933
617	0.3415883787
618	0.3414925546
619	0.3414501438
620	0.3413289257
621	0.3412734849
622	0.3412163517
623	0.3411246528
624	0.3410764309
625	0.3410000602
626	0.3408655489
627	0.3408241027
628	0.3407290556
629	0.3406699161
630	0.3406248764
631	0.3406049814
632	0.3405236446
633	0.3404785649
634	0.340381482
635	0.3403146103
636	0.3402393559
637	0.3401137092
638	0.3400547356
639	0.3399402363
640	0.3399170271
641	0.3398489886
642	0.3397956547
643	0.3397354264
644	0.3396843305
645	0.3396103865
646	0.3395834594
647	0.339459971
648	0.3393502679
649	0.3392479981
650	0.3391980368
651	0.3391025747
652	0.3390186043
653	0.3389110708
654	0.3388171337
655	0.338736631
656	0.3386931685
657	0.3386022659
658	0.3384937541
659	0.3383748319
660	0.3383031704
661	0.3382391174
662	0.338147882
663	0.3381070615
664	0.3380897574
665	0.3380627
666	0.337907713
667	0.3378659182
668	0.3377942835
669	0.3377686468
670	0.3376688722
671	0.3376245285
672	0.3375641949
673	0.3375165422
674	0.3374103855
675	0.3373712306
676	0.3373239854
677	0.3372686503
678	0.33715997
679	0.3371040685
680	0.3370358289
681	0.3369871123
682	0.3369427046
683	0.3368952006
684	0.3367520691
685	0.3366846042
686	0.3365605215
687	0.3365124016
688	0.3364604297
689	0.336409014
690	0.3363459104
691	0.3362397521
692	0.3361655983
693	0.3360945428
694	0.3360085557
695	0.3359579307
696	0.3359082872
697	0.3358535838
698	0.3357514358
699	0.3357169929
700	0.3356769773
701	0.3355537863
702	0.3354782001
703	0.3354288329
704	0.3353622579
705	0.3353110367
706	0.3352231028
707	0.3351824119
708	0.3351255834
709	0.335114673
710	0.3350409413
711	0.3349424627
712	0.3348452375
713	0.3348183471
714	0.3347695138
715	0.3346791499
716	0.3346232044
717	0.3345737302
718	0.334501397
719	0.3344677716
720	0.3343848884
721	0.3342897711
722	0.3342001479
723	0.334080439
724	0.3339721447
725	0.3338522357
726	0.3338083825
727	0.3337165031
728	0.3336777056
729	0.3336610723
730	0.3335946069
731	0.3334988853
732	0.3333947583
733	0.333350503
734	0.3333284513
735	0.3332423143
736	0.3331855341
737	0.3330898281
738	0.3330330446
739	0.332987683
740	0.3329295892
741	0.3328547066
742	0.3327858602
743	0.3327422872
744	0.3326761232
745	0.3325371044
746	0.3324967585
747	0.3324351229
748	0.3323329343
749	0.3321932508
750	0.332141093
751	0.3320899854
752	0.3319972836
753	0.3318993697
754	0.3318234353
755	0.3317751621
756	0.3316716641
757	0.3316003127
758	0.3315521565
759	0.3314941649
760	0.3314219789
761	0.3313741907
762	0.3313468987
763	0.3312928486
764	0.3311528239
765	0.3310767037
766	0.3309867526
767	0.3309303517
768	0.3308815716
769	0.3308345552
770	0.3307404212
771	0.3307051232
772	0.3306522643
773	0.3305666901
774	0.3305163459
775	0.3304318331
776	0.3303377175
777	0.3302692992
778	0.3301147826
779	0.3300110625
780	0.3299437625
781	0.3298648813
782	0.3297962211
783	0.3297470376
784	0.329680936
785	0.3295863814
786	0.3295385885
787	0.3294967944
788	0.3294288087
789	0.3294019046
790	0.3293041984
791	0.329271791
792	0.329241937
793	0.3291975885
794	0.3291522056
795	0.3290993563
796	0.3290391128
797	0.3289937312
798	0.3289137823
799	0.3288643194
800	0.3288012055
801	0.3287446424
802	0.3286832766
803	0.3286281303
804	0.3285474018
805	0.3285047611
806	0.3283973259
807	0.3282931879
808	0.3282376148
809	0.3281487564
810	0.3281333117
811	0.3280752877
812	0.3280142598
813	0.3279705959
814	0.3278691451
815	0.3278273595
816	0.3277524529
817	0.3276943512
818	0.3276105923
819	0.3275563976
820	0.3275101906
821	0.3274717015
822	0.3274335114
823	0.3273532189
824	0.3272858764
825	0.3272385181
826	0.3271915048
827	0.3271420524
828	0.3271193561
829	0.3270981525
830	0.327065052
831	0.3269927019
832	0.326953157
833	0.3268688758
834	0.3268060873
835	0.3267700364
836	0.3267145859
837	0.3266526057
838	0.3266033988
839	0.326545988
840	0.3264480602
841	0.3263552522
842	0.3263300734
843	0.3262435309
844	0.326170939
845	0.3261431892
846	0.3260947227
847	0.3260702198
848	0.3260105527
849	0.3259827177
850	0.3259529084
851	0.325883058
852	0.3257821444
853	0.3257176915
854	0.3256726566
855	0.3255996664
856	0.3255647459
857	0.3255336393
858	0.3254990195
859	0.3254651681
860	0.3254441996
861	0.3253609745
862	0.325314986
863	0.3252141908
864	0.3251449219
865	0.325070829
866	0.3250004796
867	0.3249738657
868	0.324909396
869	0.3247830218
870	0.3247114515
871	0.3246593528
872	0.3246132813
873	0.3245419285
874	0.3244800009
875	0.3244306176
876	0.324337321
877	0.3242845601
878	0.3242453409
879	0.3241530512
880	0.3240999944
881	0.3240667696
882	0.3240310552
883	0.3239820029
884	0.3238679262
885	0.3237946736
886	0.3237155585
887	0.3236381185
888	0.3235461172
889	0.3234835907
890	0.3233818679
891	0.3233441213
892	0.3233093172
893	0.323256569
894	0.3232040123
895	0.3231349949
896	0.3230693016
897	0.3230055354
898	0.322938956
899	0.3228897444
900	0.3228403824
901	0.3227957552
902	0.3227433748
903	0.3227041493
904	0.3226576634
905	0.3226184625
906	0.322577332
907	0.3225251074
908	0.322466254
909	0.3223687806
910	0.3223288472
911	0.3222857504
912	0.3222082259
913	0.3221766329
914	0.3221279889
915	0.3220471501
916	0.3220116118
917	0.3219089662
918	0.3218683697
919	0.3217863638
920	0.3217328894
921	0.3216435309
922	0.3215719391
923	0.3215235783
924	0.321461789
925	0.3214214439
926	0.3213766306
927	0.3212998035
928	0.3212450924
929	0.321203877
930	0.3211298894
931	0.3210988736
932	0.3210449411
933	0.3209645317
934	0.3209088182
935	0.3208214561
936	0.3208007579
937	0.3207393456
938	0.3206774716
939	0.3206338326
940	0.3205913732
941	0.3205274399
942	0.320482529
943	0.3204601945
944	0.3204076439
945	0.3203557972
946	0.3203177777
947	0.3202693906
948	0.3201981552
949	0.3201140263
950	0.3200529113
951	0.319990577
952	0.3199493232
953	0.3198604072
954	0.3197613514
955	0.3197374254
956	0.3197017259
957	0.3196826584
958	0.3196636691
959	0.3195787013
960	0.3195236707
961	0.3194730755
962	0.3194266693
963	0.3194057765
964	0.3193773155
965	0.3193142018
966	0.3192730024
967	0.3192192757
968	0.3191809411
969	0.3191073179
970	0.319042463
971	0.3189749732
972	0.3189256978
973	0.3188553299
974	0.3188066292
975	0.3187168489
976	0.3186441757
977	0.3186020709
978	0.3185547864
979	0.3185016635
980	0.3184084206
981	0.3183474903
982	0.3182673749
983	0.3182340781
984	0.3181960151
985	0.3181186902
986	0.3180669407
987	0.3180155757
988	0.3179827684
989	0.3179352013
990	0.3178343828
991	0.3177887837
992	0.3177176482
993	0.3176641465
994	0.317600232
995	0.3175433184
996	0.31747993
997	0.3174312679
998	0.3173484713
999	0.3173220765
1000	0.3172681988
1001	0.3172037122
1002	0.317165377
1003	0.3171411084
1004	0.3171058644
1005	0.3170539262
1006	0.3170263142
1007	0.3169972028
1008	0.3169459022
1009	0.3169171203
1010	0.3168770749
1011	0.3168601445
1012	0.3167784784
1013	0.3166840047
1014	0.3166100519
1015	0.3165727993
1016	0.3164757421
1017	0.3164151425
1018	0.3163469835
1019	0.3162317874
1020	0.3161946488
1021	0.3161397434
1022	0.316041457
1023	0.3160142271
1024	0.3159379807
1025	0.3158854875
1026	0.3158588665
1027	0.3158282371
1028	0.3157404709
1029	0.3156887597
1030	0.315590483
1031	0.3155471282
1032	0.3155104357
1033	0.3154712529
1034	0.315416167
1035	0.3153607318
1036	0.315326689
1037	0.315249461
1038	0.315212593
1039	0.3151473702
1040	0.3150766983
1041	0.3150112849
1042	0.3149453345
1043	0.3148847962
1044	0.3148432366
1045	0.314733806
1046	0.3146823762
1047	0.3146364622
1048	0.3145832325
1049	0.3145572738
1050	0.3144947744
1051	0.3144426684
1052	0.3143495286
1053	0.3142871704
1054	0.3142623139
1055	0.3141779427
1056	0.3141191623
1057	0.3140613596
1058	0.3140215239
1059	0.3139230361
1060	0.3138633769
1061	0.3138409224
1062	0.3138047585
1063	0.3137274409
1064	0.3136412714
1065	0.3136155708
1066	0.3135124328
1067	0.3134569359
1068	0.3134233715
1069	0.3133486394
1070	0.3132841766
1071	0.3131873469
1072	0.3131389326
1073	0.3130541961
1074	0.3129744743
1075	0.3129424985
1076	0.312873565
1077	0.3128446589
1078	0.3128134385
1079	0.3127468911
1080	0.3126712531
1081	0.3126245241
1082	0.3125829875
1083	0.3125303446
1084	0.312434458
1085	0.3123316791
1086	0.3122543357
1087	0.3121798801
1088	0.3121601618
1089	0.3120921203
1090	0.3120287957
1091	0.3119413165
1092	0.3118936262
1093	0.3118564485
1094	0.311835452
1095	0.3117738213
1096	0.3117364331
1097	0.3116674208
1098	0.3116113049
1099	0.311523283
1100	0.311481653
1101	0.3114215815
1102	0.3113780475
1103	0.3113542628
1104	0.3112788182
1105	0.3112099573
1106	0.3111413656
1107	0.3110665133
1108	0.3109838982
1109	0.3109294
1110	0.310883272
1111	0.3108548907
1112	0.3107991835
1113	0.310750091
1114	0.3107037364
1115	0.310629144
1116	0.310573235
1117	0.3105022608
1118	0.3104535941
1119	0.3104095058
1120	0.3103412049
1121	0.3102980304
1122	0.3102477441
1123	0.3101612174
1124	0.3100507096
1125	0.3100217561
1126	0.309986594
1127	0.3099482659
1128	0.3098888254
1129	0.3097810776
1130	0.3097488255
1131	0.3096957598
1132	0.3096304387
1133	0.3095704315
1134	0.3095019063
1135	0.3094190402
1136	0.3093577942
1137	0.3093354595
1138	0.3092490902
1139	0.3091635198
1140	0.3090882376
1141	0.3090619294
1142	0.3089880057
1143	0.3089314578
1144	0.3088871135
1145	0.3088118275
1146	0.3087745999
1147	0.3086987746
1148	0.3086228011
1149	0.3085679847
1150	0.3084686143
1151	0.3084176488
1152	0.3083794794
1153	0.3083323298
1154	0.3082788411
1155	0.3081802888
1156	0.3081425259
1157	0.3080821647
1158	0.308042135
1159	0.3080021148
1160	0.307974091
1161	0.3079160456
1162	0.3078948834
1163	0.3078496421
1164	0.3078139742
1165	0.307746586
1166	0.3077154316
1167	0.3076815353
1168	0.3076278962
1169	0.3075546267
1170	0.3075125779
1171	0.3074749224
1172	0.3074151121
1173	0.3073333808
1174	0.3072911929
1175	0.3072470371
1176	0.3071834898
1177	0.3071425836
1178	0.3071109274
1179	0.3070695855
1180	0.3069935346
1181	0.306954602
1182	0.3068711453
1183	0.3068343965
1184	0.3067494409
1185	0.3066818702
1186	0.3066420199
1187	0.3065536269
1188	0.3064745825
1189	0.3064400022
1190	0.3064309267
1191	0.3063767809
1192	0.3063066503
1193	0.3062740384
1194	0.306202154
1195	0.306145599
1196	0.306090052
1197	0.3060661614
1198	0.3060076386
1199	0.3059844731
1200	0.3059014405
1201	0.3058765042
1202	0.3058408653
1203	0.3057567598
1204	0.3056951715
1205	0.3056289726
1206	0.305569201
1207	0.3055269095
1208	0.3054254778
1209	0.3053812518
1210	0.3053503525
1211	0.3052950958
1212	0.3052080499
1213	0.3051625184
1214	0.3051180122
1215	0.3050838058
1216	0.3050274806
1217	0.3049871318
1218	0.3049434637
1219	0.3049090968
1220	0.3048474074
1221	0.3048278644
1222	0.3047841325
1223	0.3047500105
1224	0.304701469
1225	0.3046424645
1226	0.3045980104
1227	0.3045374148
1228	0.3044730608
1229	0.3044300629
1230	0.3043897759
1231	0.3043385742
1232	0.3043005165
1233	0.3042765131
1234	0.3042595283
1235	0.3041999442
1236	0.3041760917
1237	0.3041489848
1238	0.3041168312
1239	0.304071865
1240	0.3040440133
1241	0.3039780921
1242	0.3039390264
1243	0.3039042492
1244	0.3038860292
1245	0.3038233899
1246	0.3037224879
1247	0.3036255624
1248	0.3035592419
1249	0.3034756494
1250	0.3034192535
1251	0.3033669381
1252	0.3033232439
1253	0.3032415686
1254	0.3031916124
1255	0.3031364234
1256	0.3030553432
1257	0.3030376579
1258	0.3029764156
1259	0.3029058047
1260	0.302855138
1261	0.3028167571
1262	0.3027722519
1263	0.3027039982
1264	0.3026125362
1265	0.3025775251
1266	0.3025190923
1267	0.3024822064
1268	0.3023989983
1269	0.3023741921
1270	0.3023291929
1271	0.3023038069
1272	0.3022514415
1273	0.3022146401
1274	0.3021883597
1275	0.3021338043
1276	0.3020847784
1277	0.3020329866
1278	0.3019932156
1279	0.3019352579
1280	0.3019184231
1281	0.3018964425
1282	0.3018644925
1283	0.3018003779
1284	0.3017163017
1285	0.301634715
1286	0.3015869162
1287	0.3015316812
1288	0.3014889134
1289	0.3014175469
1290	0.3013429374
1291	0.3013093484
1292	0.3012303003
1293	0.3011961823
1294	0.3011634787
1295	0.3011174479
1296	0.301067836
1297	0.3009861257
1298	0.3009367411
1299	0.3009126677
1300	0.3008557979
1301	0.3008182606
1302	0.3007709187
1303	0.300729179
1304	0.3006755183
1305	0.3006250194
1306	0.3005554795
1307	0.3004991324
1308	0.3004130311
1309	0.3003481296
1310	0.3002918042
1311	0.300242528
1312	0.3001770447
1313	0.3001313193
1314	0.3000669912
1315	0.3000041831
1316	0.2999234401
1317	0.2998680366
1318	0.299816027
1319	0.2997508445
1320	0.2996785977
1321	0.2996054025
1322	0.2995798394
1323	0.2995641469
1324	0.2995056687
1325	0.2994834285
1326	0.2994371754
1327	0.2993455399
1328	0.2993083722
1329	0.2992996417
1330	0.2992510513
1331	0.2991995603
1332	0.2991566009
1333	0.2991306229
1334	0.2990904434
1335	0.2990186464
1336	0.2989954132
1337	0.2989596795
1338	0.2989153933
1339	0.2988774488
1340	0.2988308417
1341	0.2987547123
1342	0.2986936734
1343	0.2986462454
1344	0.2986057325
1345	0.298565562
1346	0.2985356366
1347	0.298487868
1348	0.2984470093
1349	0.2984233611
1350	0.2983451236
1351	0.2983048277
1352	0.2982430253
1353	0.298211226
1354	0.298152367
1355	0.2981299883
1356	0.2980523549
1357	0.2979395692
1358	0.2978408357
1359	0.2977992497
1360	0.2977879491
1361	0.297724972
1362	0.297686237
1363	0.297643612
1364	0.2975706545
1365	0.2975176874
1366	0.2974650092
1367	0.2974208925
1368	0.2973579814
1369	0.2972890094
1370	0.2972341917
1371	0.2971666136
1372	0.2971132497
1373	0.2970784907
1374	0.2970465061
1375	0.2969895011
1376	0.2969361599
1377	0.2968869508
1378	0.2968436197
1379	0.296786753
1380	0.2967430101
1381	0.2966990927
1382	0.2966312244
1383	0.2965760683
1384	0.2965196053
1385	0.296493971
1386	0.2964607149
1387	0.2964024985
1388	0.2963135392
1389	0.2962778125
1390	0.2962119283
1391	0.2961781783
1392	0.2961232168
1393	0.2960850116
1394	0.2960596971
1395	0.2959946218
1396	0.2959520321
1397	0.2959120451
1398	0.2958625438
1399	0.2958217551
1400	0.2957519746
1401	0.2956661162
1402	0.2956386704
1403	0.2956016296
1404	0.2955491955
1405	0.2955139396
1406	0.2954519821
1407	0.2954053002
1408	0.2953563592
1409	0.2953104829
1410	0.2952442159
1411	0.2951787665
1412	0.2951502276
1413	0.2951077597
1414	0.295085802
1415	0.2949958624
1416	0.2949418327
1417	0.2948898719
1418	0.2948475784
1419	0.2948007826
1420	0.2947521257
1421	0.2947185473
1422	0.2946971116
1423	0.2946566205
1424	0.2946272717
1425	0.2945512884
1426	0.2944895893
1427	0.2944258695
1428	0.2943994517
1429	0.2943182135
1430	0.2942738742
1431	0.294175223
1432	0.2941434849
1433	0.2940825187
1434	0.2940650612
1435	0.2940305405
1436	0.2940116301
1437	0.2939440974
1438	0.2939096108
1439	0.2938189834
1440	0.2937671149
1441	0.2937146169
1442	0.2937037052
1443	0.2936397681
1444	0.2935845338
1445	0.2935206029
1446	0.2934883373
1447	0.2934727625
1448	0.2934138787
1449	0.2933756978
1450	0.2933387025
1451	0.293294392
1452	0.2932619664
1453	0.2932298126
1454	0.2931624504
1455	0.2931124227
1456	0.2930504736
1457	0.2930134976
1458	0.292996845
1459	0.2929564305
1460	0.2929390528
1461	0.2928596832
1462	0.2928361417
1463	0.2928145282
1464	0.2927470429
1465	0.2926621548
1466	0.2926015124
1467	0.292534028
1468	0.292511584
1469	0.2924626425
1470	0.2924272603
1471	0.292352138
1472	0.2923175126
1473	0.2922630247
1474	0.2922304689
1475	0.292197108
1476	0.2921260191
1477	0.2920941253
1478	0.2920351901
1479	0.2919967394
1480	0.2919789038
1481	0.291953778
1482	0.2919271469
1483	0.2918831821
1484	0.291833785
1485	0.2917977341
1486	0.2917643946
1487	0.2917049654
1488	0.2916832463
1489	0.2916083868
1490	0.291530018
1491	0.2914301885
1492	0.2913437073
1493	0.2912886103
1494	0.2912507109
1495	0.2911876443
1496	0.2911654291
1497	0.2911060849
1498	0.2910793156
1499	0.290985544
1500	0.2909538896
1501	0.2909284028
1502	0.2908965987
1503	0.2908649674
1504	0.2908443502
1505	0.2907986713
1506	0.2907749287
1507	0.2907447807
1508	0.2907038057
1509	0.2906104589
1510	0.290575986
1511	0.2905559348
1512	0.2904988053
1513	0.2904276081
